               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11828,             0.19308,                   0,           0.0017418,            0.016529,          0.00035899,           5.306e-05,             0.12451,             0.18441,                   0,              0.0005,              0.0005,              0.0955
                   1,             0.11364,             0.18427,                   0,           0.0014202,            0.033058,          0.00069633,          0.00013814,             0.12002,             0.17745,                   0,           0.0010782,           0.0010782,            0.090078
                   2,             0.10758,             0.19594,                   0,            0.030547,           0.0082645,           0.0016949,          0.00032343,             0.11018,             0.19917,                   0,           0.0016327,           0.0016327,            0.084633
                   3,             0.10068,             0.21263,                   0,            0.010084,              0.1157,            0.005088,          0.00084841,            0.095537,             0.24014,                   0,           0.0021634,           0.0021634,            0.079163
                   4,            0.096241,             0.21952,                   0,            0.016086,             0.23967,           0.0098302,           0.0019613,             0.08905,             0.25552,                   0,           0.0026703,           0.0026703,             0.07367
                   5,            0.090449,             0.22057,                   0,            0.031756,             0.28099,            0.018841,           0.0038653,            0.087164,             0.26134,                   0,           0.0031535,           0.0031535,            0.068154
                   6,             0.08555,             0.21673,                   0,             0.10798,             0.12397,            0.045017,           0.0079981,            0.085895,             0.26856,                   0,           0.0036129,           0.0036129,            0.062613
                   7,            0.082689,             0.20678,                   0,            0.099479,             0.12397,            0.054631,            0.011872,            0.081626,             0.27795,                   0,           0.0040486,           0.0040486,            0.057049
                   8,             0.08158,              0.2127,                   0,            0.054743,             0.40496,            0.038027,           0.0061995,            0.089643,             0.28696,                   0,           0.0044605,           0.0044605,             0.05146
                   9,            0.087035,             0.18896,                   0,            0.012116,             0.29752,           0.0078195,            0.001305,            0.095816,             0.22673,                   0,           0.0048486,           0.0048486,            0.045849
                  10,            0.083785,             0.19058,                   0,             0.22559,             0.35537,              0.1777,            0.037492,            0.084908,             0.23801,                   0,            0.005213,            0.005213,            0.040213
                  11,            0.077509,             0.20353,                   0,            0.097938,             0.29752,            0.060718,            0.011214,             0.10382,             0.37149,                   0,           0.0055536,           0.0055536,            0.034554
                  12,            0.099846,             0.16736,                   0,             0.09336,             0.15702,            0.038013,           0.0042262,             0.10793,              0.1726,                   0,           0.0058705,           0.0058705,             0.02887
                  13,            0.097266,             0.18227,                   0,            0.052002,             0.27273,            0.040536,           0.0056785,            0.086924,             0.22957,                   0,           0.0061636,           0.0061636,            0.023164
                  14,             0.09417,             0.18472,                   0,             0.17387,              0.2314,            0.094989,            0.011929,            0.084451,             0.22847,                   0,           0.0064329,           0.0064329,            0.017433
                  15,            0.084446,             0.20306,                   0,             0.12236,             0.39669,            0.092611,            0.011531,            0.088744,             0.21748,                   0,           0.0066785,           0.0066785,            0.011678
                  16,            0.078132,             0.20717,                   0,              0.3444,             0.39669,             0.28189,            0.063302,            0.074776,              0.2191,                   0,            0.006832,            0.006832,            0.006832
                  17,            0.081351,             0.19181,                   0,           0.0087044,             0.21488,           0.0052749,          0.00089239,             0.10149,             0.19183,                   0,            0.006832,            0.006832,            0.006832
                  18,            0.083207,             0.18037,                   0,             0.28285,             0.47934,             0.23405,            0.048375,            0.091729,             0.29654,                   0,            0.006634,            0.006634,            0.006634
                  19,            0.083674,             0.17453,                   0,            0.034866,             0.71074,            0.030542,           0.0073511,            0.077902,             0.22202,                   0,            0.006436,            0.006436,            0.006436
                  20,            0.069533,             0.18857,                   0,             0.14279,             0.32214,              0.1102,            0.016206,            0.068864,             0.26807,                   0,            0.006238,            0.006238,            0.006238
                  21,            0.072945,             0.19053,                   0,             0.39566,             0.47107,             0.25826,            0.050723,             0.09343,             0.18428,                   0,             0.00604,             0.00604,             0.00604
                  22,            0.067297,             0.18944,                   0,             0.31695,             0.26446,             0.18452,            0.030621,            0.065491,             0.25442,                   0,            0.005842,            0.005842,            0.005842
                  23,            0.068751,             0.19211,                   0,             0.37208,             0.28099,             0.18749,            0.030267,            0.072169,             0.21666,                   0,            0.005644,            0.005644,            0.005644
                  24,            0.063903,             0.20048,                   0,             0.24591,             0.55372,             0.23551,            0.040439,            0.061854,             0.29002,                   0,            0.005446,            0.005446,            0.005446
                  25,            0.065948,             0.19216,                   0,             0.10903,             0.43802,            0.077994,            0.013968,            0.071558,             0.25656,                   0,            0.005248,            0.005248,            0.005248
                  26,            0.068016,             0.18651,                   0,             0.46471,             0.49507,             0.42652,            0.099333,            0.063174,             0.22018,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.065732,             0.18566,                   0,             0.15031,             0.30579,             0.11709,            0.018331,            0.064583,             0.22709,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.063017,             0.18821,                   0,             0.25413,             0.54545,             0.22217,              0.0362,             0.05743,             0.23136,                   0,            0.004654,            0.004654,            0.004654
                  29,            0.059515,             0.19188,                   0,             0.35522,             0.42975,             0.26905,            0.068196,             0.05648,               0.229,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.058588,             0.18943,                   0,             0.21516,             0.34665,              0.1682,            0.028272,            0.058869,             0.22732,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.059761,             0.18268,                   0,             0.25496,             0.38843,             0.21208,            0.047089,            0.063135,             0.22332,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.058178,              0.1884,                   0,             0.48569,             0.56973,             0.41185,             0.10608,             0.05405,             0.22815,                   0,            0.003862,            0.003862,            0.003862
