               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1181,             0.19381,                   0,           0.0016004,           0.0082645,          0.00017447,          1.7447e-05,             0.12473,             0.18225,                   0,              0.0005,              0.0005,              0.0955
                   1,             0.11372,             0.18352,                   0,           0.0017683,            0.041322,          0.00087797,          0.00010472,             0.11989,             0.17603,                   0,           0.0010782,           0.0010782,            0.090078
                   2,             0.10689,             0.19688,                   0,           0.0035224,            0.033058,           0.0012874,          0.00025499,             0.10662,             0.20648,                   0,           0.0016327,           0.0016327,            0.084633
                   3,             0.10031,             0.21217,                   0,             0.01877,            0.049587,           0.0070846,           0.0014181,            0.094443,             0.23356,                   0,           0.0021634,           0.0021634,            0.079163
                   4,            0.095344,             0.21649,                   0,            0.041811,              0.2562,            0.024317,           0.0041655,            0.088134,             0.24474,                   0,           0.0026703,           0.0026703,             0.07367
                   5,             0.08979,              0.2073,                   0,             0.14109,             0.20661,            0.079864,            0.013885,             0.08478,              0.2649,                   0,           0.0031535,           0.0031535,            0.068154
                   6,            0.084928,             0.19525,                   0,             0.23407,             0.28099,             0.17394,            0.034995,            0.083479,             0.25629,                   0,           0.0036129,           0.0036129,            0.062613
                   7,            0.081968,             0.18036,                   0,             0.21499,             0.19835,             0.10547,            0.022856,            0.081124,             0.23519,                   0,           0.0040486,           0.0040486,            0.057049
                   8,            0.080559,             0.17922,                   0,            0.071554,             0.66942,             0.06725,            0.014906,             0.10124,             0.24316,                   0,           0.0044605,           0.0044605,             0.05146
                   9,             0.10172,             0.14226,                   0,            0.093855,             0.38017,             0.05905,            0.011413,             0.10159,             0.17185,                   0,           0.0048486,           0.0048486,            0.045849
                  10,            0.098803,             0.15155,                   0,             0.32125,             0.53719,             0.27729,            0.073607,            0.095529,             0.16389,                   0,            0.005213,            0.005213,            0.040213
                  11,             0.08984,             0.16678,                   0,             0.03774,             0.55372,            0.030803,           0.0047227,             0.12189,             0.64298,                   0,           0.0055536,           0.0055536,            0.034554
                  12,             0.11489,             0.18876,                   0,            0.039509,             0.59504,             0.03307,           0.0049279,              0.1216,             0.55281,                   0,           0.0058705,           0.0058705,             0.02887
                  13,             0.11446,             0.18366,                   0,            0.042248,             0.54545,            0.035193,           0.0054466,             0.12091,             0.46773,                   0,           0.0061636,           0.0061636,            0.023164
                  14,             0.11293,             0.19953,                   0,             0.47459,           0.0082645,           0.0038003,          0.00039701,             0.11056,             0.22897,                   0,           0.0064329,           0.0064329,            0.017433
                  15,            0.097074,              0.2499,                   0,                   0,                   0,                   0,                   0,            0.093073,             0.32728,                   0,           0.0066785,           0.0066785,            0.011678
                  16,            0.083429,             0.29351,                   0,            0.017943,             0.24793,            0.010894,           0.0019558,            0.088886,             0.30178,                   0,            0.006832,            0.006832,            0.006832
